row,col,entry_date,geometry,centroid,CH4,CO,HCHO,NO2,O3,SO2
15,5,2024-09-16T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,,0.0001517473720014,2.205777127528563e-05,0.1520514488220214,0.0005154263344593
15,5,2024-09-17T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,,0.0002246482763439,2.205777127528563e-05,0.1459412425756454,0.0005606983904726
15,5,2024-09-18T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0327707678079605,0.0002050732873613,1.4574648048437666e-05,0.146785169839859,-0.0005691240658052
15,5,2024-09-19T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0359065942466259,0.0001970825687749,1.4574648048437666e-05,0.1462164223194122,-0.0005691240658052
15,5,2024-09-20T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0329146087169647,2.703039535845164e-05,1.4574648048437666e-05,0.1439609229564666,-2.9133625503163785e-06
15,5,2024-09-21T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0329146087169647,2.703039535845164e-05,1.4574648048437666e-05,0.1418433189392089,-2.9133625503163785e-06
15,5,2024-09-22T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0329146087169647,2.703039535845164e-05,1.4574648048437666e-05,0.1418433189392089,-2.9133625503163785e-06
15,5,2024-09-23T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0294057074934244,4.686783722718246e-05,1.4204131730366498e-05,0.141601026058197,0.0003693285980261
15,5,2024-09-24T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0339983031153678,-7.218495011329651e-05,2.6695850465330292e-05,0.1421728283166885,0.0002908638562075
15,5,2024-09-25T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0340285934507846,-7.597005605930462e-05,2.6695850465330292e-05,0.1421728283166885,0.0002908638562075
15,5,2024-09-26T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0379576161503791,7.71229897509329e-05,2.6695850465330292e-05,0.1426362693309784,4.359980448498391e-05
15,5,2024-09-27T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0357550531625747,-3.631917206803337e-05,3.2130672479979694e-05,0.1310037076473236,0.0012104862835258
15,5,2024-09-28T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0303554106503725,0.0002590531366877,1.9823470211122185e-05,0.1307538300752639,0.0005993065424263
15,5,2024-09-29T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0303554106503725,-0.0001436693710274,1.994420563278254e-05,0.1357231587171554,4.323260873206891e-05
15,5,2024-09-30T00:00:00+00:00,"{""type"":""Polygon"",""coordinates"":[[[8.857534478,39.498024076],[8.921501673,39.498084858],[8.921537118,39.466547756],[8.857598806,39.466487042],[8.857534478,39.498024076]]]}","{""type"":""Point"",""coordinates"":[8.889543024,39.48228712]}",,0.0303554106503725,-0.0001050956489052,1.4690283933305182e-05,0.1348476409912109,0.000359634112101
